"state_name","io_sector","employment","total_wages","avg_wage"
"Georgia","334",10388,1140369553,109777.585001925
"Georgia","335",18157,1422294745,78333.1357052377
"Georgia","337",10907,605432591,55508.6266617768
"Georgia","339",14135,988114923,69905.5481429077
"Georgia","42",226699,21631224741,95418.2627228175
"Georgia","441",69499,4793027597,68965.4181642901
"Georgia","445",100799,2967847829,29443.226907013
"Georgia","452",117792,3752831662,31859.8178314317
"Georgia","481",36983,4550025349,123030.185463591
"Georgia","482",13,660213,50785.6153846154
"Georgia","483",353,30041079,85102.2067988669
"Georgia","484",61801,3823925821,61874.8211355803
"Georgia","485",5959,269445138,45216.5024332942
"Georgia","486",638,77017175,120716.57523511
"Georgia","487OS",69693,4105036451,58901.7039157448
"Georgia","493",93849,4296156228,45777.3255761915
"Georgia","4A0",225238,9086713506,40342.719727577
"Georgia","512",15741,1029593239,65408.375516168
"Georgia","513",34354,4357433374,126839.18536415
"Georgia","514",27877,4240397949,152110.985722997
"Georgia","521CI",72379,7426837989,102610.397891654
"Georgia","523",21634,4463311956,206310.065452528
"Georgia","524",92686,8958136487,96650.373163153
"Georgia","525",0,0,NA
"Georgia","532RL",21878,1468436973,67119.3423987567
"Georgia","55",91063,13603445829,149384.99532192
"Georgia","561",330988,17803827341,53789.9480978162
"Georgia","562",12564,831694051,66196.5975007959
"Georgia","61",87623,5714895854,65221.4128025747
"Georgia","621",257068,19006340877,73935.07117572
"Georgia","622",158725,11833173216,74551.4141817609
"Georgia","623",58139,2392997433,41159.9345189976
"Georgia","624",79993,2647025961,33090.7199504957
"Georgia","711AS",16706,1538528249,92094.352268646
"Georgia","713",44092,1268217332,28762.9804046085
"Georgia","721",45716,1669679847,36522.8770452358
"Georgia","722",399092,9776314429,24496.3928843475
"Georgia","81",115570,5740209321,49668.6797698365
"Georgia","GSLG",34989,2926900148,83652.0091457315
"Georgia","HS",56130,4376102433,77963.6991448423
"Hawaii","111CA",5001,238032691,47597.0187962408
"Hawaii","113FF",651,29940313,45991.2642089094
"Hawaii","212",0,0,NA
"Hawaii","213",0,0,NA
"Hawaii","22",3661,453695730,123926.722207047
"Hawaii","23",37493,3232599716,86218.7532606086
"Hawaii","311FT",7118,312132854,43851.2017420624
"Hawaii","313TT",162,8317517,51342.6975308642
"Hawaii","315AL",387,14982536,38714.5633074935
"Hawaii","321",0,0,NA
"Hawaii","322",86,4936139,57396.9651162791
"Hawaii","323",562,23325018,41503.590747331
"Hawaii","324",0,0,NA
"Hawaii","325",418,26017381,62242.538277512
"Hawaii","326",259,16201374,62553.5675675676
"Hawaii","327",740,65821510,88947.9864864865
"Hawaii","331",0,0,NA
"Hawaii","332",299,20096555,67212.5585284281
"Hawaii","333",0,0,NA
"Hawaii","334",218,19820689,90920.5917431193
"Hawaii","335",0,0,NA
"Hawaii","337",342,18302422,53515.8538011696
"Hawaii","339",778,36533509,46958.2377892031
"Hawaii","42",17241,1281334396,74319.0299866597
"Hawaii","441",6447,465544435,72211.0183030867
"Hawaii","445",15963,606753522,38009.9932343544
"Hawaii","452",13717,510511827,37217.4547641613
"Hawaii","481",9757,964436581,98845.6063339141
"Hawaii","483",1570,165902352,105670.287898089
"Hawaii","484",3107,182146239,58624.473447055
"Hawaii","485",3912,110842627,28334.0048568507
"Hawaii","487OS",11093,699819157,63086.5552150005
"Hawaii","493",0,0,NA
"Hawaii","4A0",28552,1159265382,40601.8976604091
"Hawaii","512",1961,88524941,45142.7542070372
"Hawaii","513",3283,298637103,90964.6978373439
"Hawaii","514",809,138054056,170647.782447466
"Hawaii","521CI",7405,630370436,85127.6753544902
"Hawaii","523",1136,193806497,170604.310739437
"Hawaii","524",6584,601816642,91405.9298298907
"Hawaii","525",67,4725220,70525.671641791
"Hawaii","532RL",4198,246807495,58791.6853263459
"Hawaii","55",8623,934808440,108408.725501566
"Hawaii","561",33985,1608674923,47334.8513461821
"Hawaii","562",2138,168413655,78771.5879326473
"Hawaii","61",14167,700174995,49422.9544010729
"Hawaii","621",33169,2831921251,85378.5538002352
"Hawaii","622",16367,1431130234,87439.9849697562
"Hawaii","623",7718,375061734,48595.7157294636
"Hawaii","624",16154,559450553,34632.3234493005
"Hawaii","711AS",4393,178078130,40536.7926246301
"Hawaii","713",8499,316397531,37227.618661019
"Hawaii","721",38734,2441043945,63020.7039035473
"Hawaii","722",65520,2111908591,32233.0371031746
"Hawaii","81",25259,1204425633,47683.029138129
"Hawaii","GSLG",4803,434350623,90433.1923797627
"Hawaii","HS",7904,590364350,74691.8459008097
"Idaho","111CA",18814,856893718,45545.5361964495
"Idaho","113FF",5739,280990542,48961.5859905907
"Idaho","211",17,1903139,111949.352941176
"Idaho","212",2583,232234396,89908.7866821525
"Idaho","213",314,35769644,113916.063694268
"Idaho","22",3356,294519730,87759.1567342074
"Idaho","23",65722,3945517660,60033.4387267582
"Idaho","311FT",22627,1344006547,59398.3536041013
"Idaho","313TT",377,19742401,52367.1114058355
"Idaho","315AL",338,17994674,53238.6804733728
"Idaho","321",6735,399481733,59314.2884929473
"Idaho","322",1827,162565646,88979.5544608648
"Idaho","323",1327,55439753,41778.2614920874
"Idaho","324",47,2915403,62029.8510638298
"Idaho","325",3325,249934610,75168.3037593985
"Idaho","326",2170,127180482,58608.5170506912
"Idaho","327",2057,135204581,65729.0136120564
"Idaho","331",539,37831550,70188.4044526902
"Idaho","332",6545,365435753,55834.3396485867
"Idaho","333",4666,291223128,62413.8722674668
"Idaho","334",10604,1498245991,141290.644190871
"Idaho","335",2034,132584683,65184.2099311701
"Idaho","337",1912,91478834,47844.5784518828
"Idaho","339",3178,193780867,60975.7290748899
"Idaho","42",34850,2926497912,83974.1151219512
"Idaho","441",15032,946200922,62945.7771420969
"Idaho","445",17281,569027879,32927.9485562178
"Idaho","452",18721,612803292,32733.4700069441
"Idaho","481",1661,115187556,69348.3178807947
"Idaho","483",0,0,NA
"Idaho","484",10261,592939345,57785.7270246565
"Idaho","485",2146,69549033,32408.682665424
"Idaho","486",0,0,NA
"Idaho","487OS",11459,546395495,47682.6507548652
"Idaho","493",2310,129671754,56134.9584415584
"Idaho","4A0",42535,1592800397,37446.8178441284
"Idaho","512",1030,27856923,27045.5563106796
"Idaho","513",2218,191165687,86188.3169522092
"Idaho","514",2058,255894782,124341.487852284
"Idaho","521CI",12608,960451174,76177.9167195432
"Idaho","523",3058,431985742,141264.140614781
"Idaho","524",12112,980141699,80923.1917932629
"Idaho","525",214,37918414,177188.85046729
"Idaho","532RL",2800,150448186,53731.495
"Idaho","55",8398,1046941956,124665.62943558
"Idaho","561",43634,2101303212,48157.4738048311
"Idaho","562",4744,398373199,83974.114460371
"Idaho","61",10931,507973391,46470.8984539383
"Idaho","621",50524,2822494054,55864.4219380888
"Idaho","622",27033,2089348121,77288.7996522769
"Idaho","623",15404,598100311,38827.5974422228
"Idaho","624",17232,500193118,29026.9915273909
"Idaho","711AS",2385,73244204,30710.3580712788
"Idaho","713",13035,353360589,27108.5990794016
"Idaho","721",11102,341098833,30724.0887227527
"Idaho","722",66076,1428470806,21618.6029117985
"Idaho","81",21281,922435233,43345.4834359288
"Idaho","GSLG",76,3062725,40299.0131578947
"Idaho","HS",7829,428450930,54726.1374377315
"Illinois","111CA",15647,768971380,49144.9721991436
"Illinois","113FF",3843,230933839,60092.0736403851
"Illinois","211",717,61707848,86063.9442119944
"Illinois","212",5128,498958698,97300.8381435257
"Illinois","213",1326,93069885,70188.4502262443
"Illinois","22",24773,3366223050,135882.737254269
"Illinois","23",235871,20217905971,85715.9463053957
"Illinois","311FT",101565,7388462585,72746.1486240339
"Illinois","313TT",3899,200135401,51329.9310079508
"Illinois","315AL",3930,235141854,59832.5328244275
"Illinois","321",7238,413207273,57088.598093396
"Illinois","322",17725,1386340407,78213.8452468265
"Illinois","323",21852,1522961548,69694.3779974373
"Illinois","324",5520,725718045,131470.660326087
"Illinois","325",47364,6816917933,143926.145025758
"Illinois","326",44011,3799524700,86331.2512780896
"Illinois","327",13204,1046856651,79283.2968039988
"Illinois","331",17671,1547064294,87548.2029313565
"Illinois","332",86380,6263160983,72507.0731998148
"Illinois","333",70669,6663429555,94290.7010853415
"Illinois","334",29920,3013341620,100713.289438503
"Illinois","335",20681,1759590430,85082.4636139452
"Illinois","337",11391,692758932,60816.3402686331
"Illinois","339",26633,2351552272,88294.6822363234
"Illinois","42",302480,32143537806,106266.65500529
"Illinois","441",70228,4649017740,66198.9198040668
"Illinois","445",114198,3774787270,33054.758139372
"Illinois","452",133357,4372742915,32789.7516815765
"Illinois","481",37847,4053155571,107093.17967078
"Illinois","482",33,2864077,86790.2121212121
"Illinois","483",2001,185136973,92522.2253873063
"Illinois","484",77826,5085322452,65342.2050728548
"Illinois","485",22411,841347160,37541.7054125206
"Illinois","486",960,125304697,130525.726041667
"Illinois","487OS",90641,5463553493,60276.8448384285
"Illinois","493",79629,4123841665,51788.1885368396
"Illinois","4A0",256987,11165489843,43447.6835131738
"Illinois","512",10030,457077850,45571.0717846461
"Illinois","513",20661,2236389692,108242.083732636
"Illinois","514",21756,4026935245,185095.387249494
"Illinois","521CI",116968,13501445814,115428.542969017
"Illinois","523",56306,17279501352,306885.613469257
"Illinois","524",123730,14338776932,115887.633815566
"Illinois","525",1660,283951463,171055.098192771
"Illinois","532RL",23865,1860625327,77964.6062015504
"Illinois","55",80497,11662244528,144878.002012497
"Illinois","561",408301,23346797776,57180.3590390423
"Illinois","562",16093,1350483980,83917.4784067607
"Illinois","61",142721,9161315574,64190.3824524772
"Illinois","621",279531,19974108876,71455.791579467
"Illinois","622",243929,19503433044,79955.3683407877
"Illinois","623",131797,5684892278,43133.7001449198
"Illinois","624",155961,5228880800,33526.8483787614
"Illinois","711AS",25556,2285303358,89423.3588198466
"Illinois","713",66025,1973547278,29890.9091707686
"Illinois","721",45508,2108898306,46341.265403885
"Illinois","722",456482,12522005019,27431.5417015348
"Illinois","81",204931,11344685115,55358.560271506
"Illinois","GSLG",1231,64600536,52478.0958570268
"Illinois","HS",57567,5201007951,90347.0382510814
"Indiana","111CA",14253,691780392,48535.7743632919
"Indiana","113FF",1938,116354140,60038.2559339525
"Indiana","211",87,7164400,82349.4252873563
"Indiana","212",4855,413627785,85196.2481977343
"Indiana","213",552,47853784,86691.6376811594
"Indiana","22",13066,1461295241,111839.525562529
"Indiana","23",162433,11849218722,72948.3462227503
"Indiana","311FT",52528,3070745431,58459.2109160828
"Indiana","313TT",3820,176110416,46102.2031413613
"Indiana","315AL",898,39585074,44081.3741648107
"Indiana","321",14929,856298320,57358.0494339875
"Indiana","322",10417,697671173,66974.2894307382
"Indiana","323",12292,645290407,52496.7789619265
"Indiana","324",3672,536821666,146193.26416122
"Indiana","325",36927,4812804953,130332.952934167
"Indiana","326",38224,2199968561,57554.640042905
"Indiana","327",12963,924278027,71301.2440793026
"Indiana","331",41782,4146104544,99231.8353357905
"Indiana","332",56587,3709114264,65547.1091240037
"Indiana","333",44761,3615954952,80783.6051920198
"Indiana","334",12857,1039655948,80863.0277669752
"Indiana","335",8080,533296531,66002.0459158416
"Indiana","337",21874,1152018928,52666.1300173722
"Indiana","339",29106,2022960362,69503.2076547791
"Indiana","42",133423,11361593510,85154.6847994724
"Indiana","441",45346,2726954647,60136.6084549905
"Indiana","445",45408,1291427124,28440.519820296
"Indiana","452",79234,2214920642,27954.1691950425
"Indiana","481",3485,299137941,85835.8510760402
"Indiana","482",0,0,NA
"Indiana","483",0,0,NA
"Indiana","484",54899,3646610626,66423.9899816026
"Indiana","485",3766,141232144,37501.8969729156
"Indiana","486",521,66488371,127616.834932821
"Indiana","487OS",36839,1978628446,53710.1562474551
"Indiana","493",64803,3250317278,50156.8951746061
"Indiana","4A0",145731,5250289919,36027.268865238
"Indiana","512",2759,81474783,29530.5483870968
"Indiana","513",8619,706375047,81955.5687434737
"Indiana","514",4181,402820866,96345.5790480746
"Indiana","521CI",41903,3115121573,74341.2541584135
"Indiana","523",11269,1566979307,139052.205785784
"Indiana","524",49927,4418019804,88489.5908826887
"Indiana","525",412,31493343,76440.1529126214
"Indiana","532RL",10147,599415090,59073.1339312112
"Indiana","55",34809,4185450440,120240.467695136
"Indiana","561",169247,7496863473,44295.399463506
"Indiana","562",11024,753147427,68318.8885159652
"Indiana","61",52467,2650938511,50525.8259667982
"Indiana","621",167819,12470421841,74308.7602774418
"Indiana","622",126011,8801994358,69850.9999761926
"Indiana","623",76626,3276099011,42754.4046537729
"Indiana","624",64259,2089013956,32509.2820616567
"Indiana","711AS",11516,920122575,79899.4941820076
"Indiana","713",29003,757162047,26106.3354480571
"Indiana","721",24312,799906969,32901.7344932544
"Indiana","722",248417,5347694518,21527.0875906238
"Indiana","81",92548,3982853706,43035.5459437265
"Indiana","GSLG",0,49640,NA
"Indiana","HS",26573,1593384617,59962.5415647462
"Iowa","111CA",16840,843141765,50067.8007719715
"Iowa","113FF",3851,237085659,61564.699818229
"Iowa","211",0,0,NA
"Iowa","212",2169,151426293,69813.8741355463
"Iowa","213",0,0,NA
"Iowa","22",5814,622461060,107062.445820433
"Iowa","23",83591,5861230414,70117.9602349535
"Iowa","311FT",64982,4191660950,64504.9544489243
"Iowa","313TT",621,28523755,45931.9726247987
"Iowa","315AL",995,48143670,48385.5979899497
"Iowa","321",10202,756460590,74148.2640658694
"Iowa","322",3155,234088804,74196.1343898574
"Iowa","323",5958,311347792,52257.0983551527
"Iowa","324",348,35814979,102916.606321839
"Iowa","325",12436,1080748224,86904.8105500161
"Iowa","326",11765,739742757,62876.5624309392
"Iowa","327",5641,395080990,70037.4029427406
"Iowa","331",7200,609538286,84658.0952777778
"Iowa","332",21152,1358964137,64247.5480805598
"Iowa","333",41379,3509725738,84819.0081442277
"Iowa","334",12416,1302107239,104873.327883376
"Iowa","335",6325,398732712,63040.7449802372
"Iowa","337",5654,339565431,60057.557658295
"Iowa","339",3921,230722293,58842.7169089518
"Iowa","42",67762,5688638054,83950.2679082672
"Iowa","441",23380,1468942672,62829.027887083
"Iowa","445",37802,942431331,24930.7267075816
"Iowa","452",35071,996918790,28425.7303755239
"Iowa","481",553,35106063,63482.9349005425
"Iowa","482",0,0,NA
"Iowa","483",145,11034689,76101.3034482759
"Iowa","484",27786,1784683346,64229.5884978047
"Iowa","485",2418,74921598,30984.9454094293
"Iowa","486",405,47472695,117216.530864198
"Iowa","487OS",13287,696751823,52438.6108978701
"Iowa","493",17971,933215566,51928.9725669134
"Iowa","4A0",77772,2567680725,33015.4904721494
"Iowa","512",1877,35113945,18707.4826851359
"Iowa","513",5432,439822382,80968.7743004418
"Iowa","514",3454,371067562,107431.257093225
"Iowa","521CI",39684,3606531453,90881.2481856668
"Iowa","523",6060,763753274,126031.89339934
"Iowa","524",47692,4859322114,101889.669420448
"Iowa","525",80,8371702,104646.275
"Iowa","532RL",4100,252822494,61664.0229268293
"Iowa","55",24328,2774404183,114041.605680697
"Iowa","561",60390,2891397782,47878.7511508528
"Iowa","562",3933,236902892,60234.6534452072
"Iowa","61",26319,1152518615,43790.3649454766
"Iowa","621",59996,4532651803,75549.2333322222
"Iowa","622",39487,2638534519,66820.3337554132
"Iowa","623",50563,1983576512,39229.8026620256
"Iowa","624",38853,1093061610,28133.2615242066
"Iowa","711AS",4779,146090385,30569.2372881356
"Iowa","713",15906,325806739,20483.2603420093
"Iowa","721",17814,551682401,30969.035646121
"Iowa","722",102765,2042172070,19872.2529071182
"Iowa","81",40330,1867508995,46305.7028266799
"Iowa","GSLG",1,20885,20885
"Iowa","HS",10379,576360937,55531.4516812795
"Kansas","111CA",11474,563337236,49096.8481784905
"Kansas","113FF",1354,71221880,52601.0930576071
"Kansas","211",1818,140920695,77514.1336633663
"Kansas","212",1527,101664286,66577.7904387688
"Kansas","213",2952,185169266,62726.7161246612
"Kansas","22",5801,635723591,109588.62109981
"Kansas","23",68087,4646828273,68248.3921012822
"Kansas","311FT",39371,2461413521,62518.4405018923
"Kansas","313TT",771,33889922,43955.8002594034
"Kansas","315AL",338,15807303,46767.1686390533
"Kansas","321",1820,96629015,53092.8653846154
"Kansas","322",1868,136057898,72836.1338329764
"Kansas","323",6991,369876010,52907.4538692605
"Kansas","324",2585,306979406,118754.122243714
"Kansas","325",9120,807429595,88533.9468201754
"Kansas","326",10971,686077976,62535.5916507155
"Kansas","327",5042,348225896,69065.0329234431
"Kansas","331",1721,117695116,68387.6327716444
"Kansas","332",16603,996853249,60040.5498403903
"Kansas","333",21291,1414527659,66437.8215677986
"Kansas","334",8046,729444297,90659.2464578673
"Kansas","335",3494,234741980,67184.3102461362
"Kansas","337",2754,139797965,50761.7883079158
"Kansas","339",3138,188020778,59917.3926067559
"Kansas","42",59327,5132731368,86515.9432973183
"Kansas","441",18465,1080748047,58529.544922827
"Kansas","445",27035,701500150,25947.8509339745
"Kansas","452",31408,906788834,28871.2695491594
"Kansas","481",393,32155569,81820.786259542
"Kansas","484",17533,1131686586,64546.089431358
"Kansas","485",3693,117938537,31935.6991605741
"Kansas","486",1211,140140470,115722.931461602
"Kansas","487OS",18912,1111080324,58750.0171319797
"Kansas","493",22057,1032733109,46821.1048193317
"Kansas","4A0",65859,2320884090,35240.19632852
"Kansas","512",1454,31218447,21470.7338376891
"Kansas","513",6580,578656243,87941.6782674772
"Kansas","514",2798,316348253,113062.277698356
"Kansas","521CI",25724,2035562292,79130.8619188307
"Kansas","523",7182,1043671843,145317.716931217
"Kansas","524",24916,2270911829,91142.7126745866
"Kansas","525",65,7958094,122432.215384615
"Kansas","532RL",3568,212323942,59507.8312780269
"Kansas","55",22673,3076241874,135678.643055617
"Kansas","561",73022,3813965388,52230.3605488757
"Kansas","562",3337,219760676,65855.7614623914
"Kansas","61",13586,559786291,41203.1717208891
"Kansas","621",64051,4759040620,74300.8012365147
"Kansas","622",52804,3610530965,68376.088269828
"Kansas","623",35653,1359324347,38126.5068016717
"Kansas","624",38137,1060382651,27804.5638356452
"Kansas","711AS",3144,110601781,35178.683524173
"Kansas","713",14251,337557821,23686.6059223914
"Kansas","721",9698,260836864,26895.94390596
"Kansas","722",105675,2233441987,21135.0081570854
"Kansas","81",35812,1629832153,45510.7827823076
"Kansas","GSLG",0,0,NA
"Kansas","HS",11998,635121126,52935.5830971829
"Kentucky","111CA",5379,251886110,46827.6835843094
"Kentucky","113FF",3666,188190093,51333.9042553191
"Kentucky","211",448,30487262,68051.9241071429
"Kentucky","212",6156,553873941,89973.0248538012
"Kentucky","213",1741,134304734,77142.2940838598
"Kentucky","22",6764,715250258,105743.680958013
"Kentucky","23",89808,6242298699,69507.1563669161
"Kentucky","311FT",41632,2826432798,67890.8723578017
"Kentucky","313TT",1690,85609441,50656.473964497
"Kentucky","315AL",1224,57837460,47252.8267973856
"Kentucky","321",10537,502500067,47689.1019265446
"Kentucky","322",9611,727628379,75707.8742066382
"Kentucky","323",5593,295903585,52906.0584659396
"Kentucky","324",1152,160299231,139148.638020833
"Kentucky","325",12612,1160701035,92031.4807326356
"Kentucky","326",16374,1023950449,62535.1440698669
"Kentucky","327",7242,497425705,68686.2337752002
"Kentucky","331",13644,1228087018,90009.3094400469
"Kentucky","332",22740,1534525134,67481.316358839
"Kentucky","333",20070,1420294385,70767.0346287992
"Kentucky","334",3625,377461689,104127.362482759
"Kentucky","335",12320,908572907,73747.8008928571
"Kentucky","337",4161,207414696,49847.3193943764
"Kentucky","339",5968,358738301,60110.3051273458
"Kentucky","42",80311,6513366258,81101.7949969494
"Kentucky","441",27080,1586166618,58573.3610782866
"Kentucky","445",32848,929278441,28290.2594069654
"Kentucky","452",51389,1478890060,28778.338944132
"Kentucky","481",4572,312464549,68343.0772090989
"Kentucky","482",0,0,NA
"Kentucky","483",3791,284370990,75012.1313637563
"Kentucky","484",24355,1549788884,63633.294354342
"Kentucky","485",2476,92088410,37192.4111470113
"Kentucky","486",839,102784269,122508.067938021
"Kentucky","487OS",52596,3947275261,75048.9630580272
"Kentucky","493",40321,2015924680,49996.8919421641
"Kentucky","4A0",97481,3577264434,36697.0428493758
"Kentucky","512",1889,61641748,32631.9470619375
"Kentucky","513",8451,627906449,74299.6626434741
"Kentucky","514",4344,413627405,95218.0950736648
"Kentucky","521CI",32759,2400614868,73281.0790317165
"Kentucky","523",7249,987516390,136227.947303076
"Kentucky","524",32813,3090532309,94186.2161033737
"Kentucky","525",250,24754957,99019.828
"Kentucky","532RL",7325,435107017,59400.2753583618
"Kentucky","55",22943,2658645462,115880.462973456
"Kentucky","561",113221,4934106136,43579.4255129349
"Kentucky","562",5681,394202666,69389.6613272311
"Kentucky","61",19881,830856437,41791.4811629194
"Kentucky","621",98980,7610637850,76890.6632653061
"Kentucky","622",88033,6115176491,69464.5927209115
"Kentucky","623",39961,1637796105,40984.8628662946
"Kentucky","624",46351,1475094128,31824.4294189985
"Kentucky","711AS",9503,484214077,50953.8121645796
"Kentucky","713",16315,363762437,22296.195954643
"Kentucky","721",15093,440086573,29158.3232624395
"Kentucky","722",163079,3658207392,22432.1181267974
"Kentucky","81",47240,2129057789,45068.9625105842
"Kentucky","GSLG",762,60491936,79385.7427821522
"Kentucky","HS",14691,801382831,54549.2363351712
"Louisiana","111CA",4104,199797787,48683.6712962963
"Louisiana","113FF",4007,230211224,57452.2645370601
"Louisiana","211",5577,945457543,169527.97973821
"Louisiana","212",1023,96772833,94597.0997067449
"Louisiana","213",22817,2280209985,99934.6971556296
"Louisiana","22",8272,862491735,104266.408970019
"Louisiana","23",131252,9856140653,75093.2606969799
"Louisiana","311FT",19582,1070700232,54677.7771422735
"Louisiana","313TT",1225,59988798,48970.4473469388
"Louisiana","315AL",327,15402713,47103.0978593272
"Louisiana","321",7794,499866416,64134.7723890172
"Louisiana","322",6305,572420104,90788.279777954
"Louisiana","323",2669,119400691,44736.1150243537
"Louisiana","324",10718,1587472520,148112.756111215
"Louisiana","325",28222,3756290772,133097.965133584
"Louisiana","326",4820,378482965,78523.4367219917
"Louisiana","327",4531,298752067,65935.1284484661
"Louisiana","331",3026,253523782,83781.8182419035
"Louisiana","332",18550,1376501587,74204.9373045822
"Louisiana","333",12165,975366051,80178.0559802713
"Louisiana","334",2612,248953214,95311.3376722818
"Louisiana","335",1559,122031580,78275.5484284798
"Louisiana","337",1189,51321378,43163.480235492
"Louisiana","339",5325,276223482,51872.9543661972
"Louisiana","42",68271,5651730327,82783.7636331678
"Louisiana","441",29222,1741872551,59608.2592225036
"Louisiana","445",40193,1069406970,26606.7964570945
"Louisiana","452",50782,1455727452,28666.2095230594
"Louisiana","481",2858,221223048,77404.8453463961
"Louisiana","483",9617,1007066987,104717.374129146
"Louisiana","484",17178,1120406178,65223.3192455466
"Louisiana","485",3622,132707914,36639.401987852
"Louisiana","486",2491,312703464,125533.305499799
"Louisiana","487OS",31937,2150091211,67322.8922879419
"Louisiana","493",7986,544774091,68216.1396193338
"Louisiana","4A0",98262,3399639392,34597.7019804197
"Louisiana","512",3696,127421809,34475.5976731602
"Louisiana","513",6507,525121463,80701.0086061165
"Louisiana","514",3863,311886808,80736.9422728449
"Louisiana","521CI",26356,1898392736,72028.8638640158
"Louisiana","523",3897,602315533,154558.771619194
"Louisiana","524",26243,2182495912,83164.8787105133
"Louisiana","525",0,0,NA
"Louisiana","532RL",15308,1109283703,72464.3129736086
"Louisiana","55",20863,2199980197,105448.890236304
"Louisiana","561",92879,4269564577,45969.1057935594
"Louisiana","562",10881,742851788,68270.5438838342
"Louisiana","61",35080,1841953645,52507.2304732041
"Louisiana","621",112218,7143212873,63654.7868701991
"Louisiana","622",82584,5893322234,71361.5498643805
"Louisiana","623",39290,1470982581,37439.108704505
"Louisiana","624",50907,1401372159,27528.0837409394
"Louisiana","711AS",7443,804516549,108090.35993551
"Louisiana","713",19387,513735771,26498.9823593129
"Louisiana","721",26777,959676284,35839.574410875
"Louisiana","722",167886,3722243309,22171.2549527656
"Louisiana","81",46573,2249902801,48309.166276598
"Louisiana","GSLG",52,2207884,42459.3076923077
"Louisiana","HS",15361,765887043,49859.1916541892
"Maine","111CA",5949,240377706,40406.4054462935
"Maine","113FF",2952,172080133,58292.7279810298
"Maine","212",0,0,NA
"Maine","213",0,0,NA
"Maine","22",1799,203513202,113125.737632018
"Maine","23",34001,2257780630,66403.3596070704
"Maine","311FT",8480,426737892,50322.8646226415
"Maine","313TT",1436,76845719,53513.7318941504
"Maine","315AL",1576,75457142,47878.8972081218
"Maine","321",4587,273357164,59593.8879441901
"Maine","322",4075,367755547,90246.76
"Maine","323",1392,73169945,52564.6156609195
"Maine","324",406,33818125,83295.8743842364
"Maine","325",3783,372236340,98397.1292624901
"Maine","326",2149,140585936,65419.23499302
"Maine","327",1356,84098897,62019.8355457227
"Maine","331",290,20254761,69844.0034482759
"Maine","332",4969,324544319,65313.809418394
"Maine","333",1830,133851742,73143.0284153005
"Maine","334",2137,187872505,87914.1343004212
"Maine","335",415,31681545,76341.0722891566
"Maine","337",1244,76089417,61165.1262057878
"Maine","339",1898,96898298,51052.8440463646
"Maine","42",19414,1703952221,87769.2500772638
"Maine","441",10786,685978404,63598.9619877619
"Maine","445",19755,602506293,30498.9264996203
"Maine","452",12963,379646878,29286.9611972537
"Maine","481",231,12593211,54516.0649350649
"Maine","482",0,0,NA
"Maine","483",117,6232435,53268.6752136752
"Maine","484",5349,338731478,63326.1316133857
"Maine","485",1438,51239657,35632.5848400556
"Maine","486",74,9122195,123272.905405405
"Maine","487OS",5183,264729482,51076.4966235771
"Maine","493",3838,215171144,56063.3517457009
"Maine","4A0",38006,1492374826,39266.8217123612
"Maine","512",686,27552178,40163.5247813411
"Maine","513",2874,227803733,79263.6510090466
"Maine","514",1399,127069752,90828.9864188706
"Maine","521CI",11073,956464129,86378.0483157229
"Maine","523",1737,310377011,178685.671272309
"Maine","524",10690,1079088688,100943.750046773
"Maine","525",0,0,NA
"Maine","532RL",1903,107610562,56547.851812927
"Maine","55",16564,1710870971,103288.515515576
"Maine","561",25400,1316575595,51833.6848425197
"Maine","562",2435,152100562,62464.2965092402
"Maine","61",13720,769835508,56110.4597667639
"Maine","621",33315,2492565626,74818.1187453099
"Maine","622",31147,2471016870,79334.0247856936
"Maine","623",21229,928332703,43729.459842668
"Maine","624",20940,745239496,35589.2787010506
"Maine","711AS",2528,111382207,44059.4173259494
"Maine","713",7333,242445496,33062.2522841947
"Maine","721",12531,472174317,37680.4977256404
"Maine","722",46210,1360390399,29439.3074875568
"Maine","81",17904,823666050,46004.5827747989
"Maine","GSLG",1717,146839100,85520.7338380897
"Maine","HS",5472,316401840,57821.9736842105
"Maryland","111CA",4881,237163924,48589.2079491907
"Maryland","113FF",1220,56201293,46066.6336065574
"Maryland","211",136,11478481,84400.5955882353
"Maryland","212",849,70787627,83377.652532391
"Maryland","213",298,19955193,66963.7348993289
"Maryland","22",10217,1441689095,141106.889987276
"Maryland","23",161588,12837003052,79442.7992920266
"Maryland","311FT",22371,1311780342,58637.5370792544
"Maryland","313TT",1094,82387145,75308.176416819
"Maryland","315AL",1625,101559914,62498.4086153846
"Maryland","321",3065,238398030,77780.7601957586
"Maryland","322",1749,114206274,65298.0411663808
"Maryland","323",6025,369499379,61327.6977593361
"Maryland","324",714,74708881,104634.287114846
"Maryland","325",14546,2252292693,154839.316169394
"Maryland","326",6415,513816834,80096.1549493375
"Maryland","327",3712,272621736,73443.3556034483
"Maryland","331",877,80734444,92057.5188141391
"Maryland","332",7927,591801765,74656.4608300744
"Maryland","333",7655,688374144,89924.7738732854
"Maryland","334",22842,3192361290,139758.396375098
"Maryland","335",1689,151792311,89871.1136767318
"Maryland","337",2352,129296654,54973.0671768707
"Maryland","339",4964,380171769,76585.771353747
"Maryland","42",86268,8413686756,97529.6373626374
"Maryland","441",35239,2542899585,72161.5138057266
"Maryland","445",70045,2369984093,33835.1644371475
